ID,Title,Author,Name,Algorithm,Class,Supervised?,Sex,Noise,Input SNR,SDR,SIR,SAR,SegSNR,PESQ,WRR,WER
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrSameSex,10,,,,,,0.325,0.675
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrSameSex,-10,,,,,,0,1.189
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrSameSex,-5,,,,,,0,1.16
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrSameSex,0,,,,,,0,1.074
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrSameSex,5,,,,,,0.092,0.908
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrSameSex,10,,,,,,0.307,0.693
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrSameSex,-10,,,,,,0,1.195
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrSameSex,-5,,,,,,0,1.117
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrSameSex,0,,,,,,0,1.065
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrSameSex,5,,,,,,0.15,0.85
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrSameSex,10,,,,,,0.381,0.619
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrSameSex,-10,,,,,,0,1.005
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrSameSex,-5,,,,,,0,1.156
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrSameSex,0,,,,,,0,1.096
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrSameSex,5,,,,,,0.049,0.951
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrSameSex,10,,,,,,0.253,0.747
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrOppSex,-10,,,,,,0,1.149
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrOppSex,-5,,,,,,0,1.093
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrOppSex,0,,,,,,0.042,0.958
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrOppSex,5,,,,,,0.232,0.768
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrOppSex,10,,,,,,0.414,0.586
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrOppSex,-10,,,,,,0,1.218
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrOppSex,-5,,,,,,0,1.156
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrOppSex,0,,,,,,0,1.007
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrOppSex,5,,,,,,0.196,0.804
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,f,CompSpkrOppSex,10,,,,,,0.381,0.619
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrSameSex,-10,,,,,,0.057,0.943
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrSameSex,-5,,,,,,0.066,0.934
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrSameSex,0,,,,,,0.131,0.869
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrSameSex,5,,,,,,0.187,0.813
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrSameSex,10,,,,,,0.296,0.704
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrSameSex,-10,,,,,,0.029,0.971
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrSameSex,-5,,,,,,0.036,0.964
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrSameSex,0,,,,,,0.113,0.887
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrSameSex,5,,,,,,0.432,0.568
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrSameSex,10,,,,,,0.647,0.353
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrSameSex,-10,,,,,,0.042,0.958
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrSameSex,-5,,,,,,0.093,0.907
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrSameSex,0,,,,,,0.187,0.813
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrSameSex,5,,,,,,0.488,0.512
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrSameSex,10,,,,,,0.741,0.259
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrSameSex,-10,,,,,,0.05,0.95
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrSameSex,-5,,,,,,0.004,0.996
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrSameSex,0,,,,,,0.076,0.924
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrSameSex,5,,,,,,0.104,0.896
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrSameSex,10,,,,,,0.118,0.882
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrOppSex,-10,,,,,,0.013,0.987
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrOppSex,-5,,,,,,0.003,0.997
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrOppSex,0,,,,,,0.047,0.953
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrOppSex,5,,,,,,0.188,0.812
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,m,CompSpkrOppSex,10,,,,,,0.346,0.654
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrOppSex,-10,,,,,,0.076,0.924
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrOppSex,-5,,,,,,0.111,0.889
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrOppSex,0,,,,,,0.246,0.754
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrOppSex,5,,,,,,0.514,0.486
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",Max-VQ,Max-VQ,VQ,supervised,f,CompSpkrOppSex,10,,,,,,0.742,0.258
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrSameSex,-9,,,,,,0.320408163,0.679591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrSameSex,-6,,,,,,0.459183673,0.540816327
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrSameSex,-3,,,,,,0.560408163,0.439591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrSameSex,0,,,,,,0.648571429,0.351428571
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrSameSex,3,,,,,,0.749795918,0.250204082
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrSameSex,6,,,,,,0.779183673,0.220816327
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrOppSex,-9,,,,,,0.480408163,0.519591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrOppSex,-6,,,,,,0.58,0.42
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrOppSex,-3,,,,,,0.679591837,0.320408163
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrOppSex,0,,,,,,0.759591837,0.240408163
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrOppSex,3,,,,,,0.810204082,0.189795918
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA,NSA,Subspace,supervised,,CompSpkrOppSex,6,,,,,,0.859183673,0.140816327
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrSameSex,-9,,,,,,0.18,0.82
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrSameSex,-6,,,,,,0.310612245,0.689387755
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrSameSex,-3,,,,,,0.439591837,0.560408163
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrSameSex,0,,,,,,0.589795918,0.410204082
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrSameSex,3,,,,,,0.679591837,0.320408163
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrSameSex,6,,,,,,0.749795918,0.250204082
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrOppSex,-9,,,,,,0.34,0.66
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrOppSex,-6,,,,,,0.480408163,0.519591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrOppSex,-3,,,,,,0.599591837,0.400408163
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrOppSex,0,,,,,,0.651836735,0.348163265
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrOppSex,3,,,,,,0.708979592,0.291020408
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",NSA-fixed-prior,NSA,Subspace,supervised,,CompSpkrOppSex,6,,,,,,0.800408163,0.199591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrSameSex,-9,,,,,,0.531020408,0.468979592
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrSameSex,-6,,,,,,0.669795918,0.330204082
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrSameSex,-3,,,,,,0.749795918,0.250204082
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrSameSex,0,,,,,,0.800408163,0.199591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrSameSex,3,,,,,,0.829795918,0.170204082
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrSameSex,6,,,,,,0.880408163,0.119591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrOppSex,-9,,,,,,0.60122449,0.39877551
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrOppSex,-6,,,,,,0.720408163,0.279591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrOppSex,-3,,,,,,0.800408163,0.199591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrOppSex,0,,,,,,0.851020408,0.148979592
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrOppSex,3,,,,,,0.870612245,0.129387755
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",Algonquin,NSA,Subspace,supervised,,CompSpkrOppSex,6,,,,,,0.868979592,0.131020408
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,-9,,,,,,0.320408163,0.679591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,-6,,,,,,0.369387755,0.630612245
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,-3,,,,,,0.44122449,0.55877551
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,0,,,,,,0.519591837,0.480408163
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,3,,,,,,0.570204082,0.429795918
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,6,,,,,,0.599591837,0.400408163
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,-9,,,,,,0.410204082,0.589795918
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,-6,,,,,,0.539183673,0.460816327
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,-3,,,,,,0.630612245,0.369387755
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,0,,,,,,0.708979592,0.291020408
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,3,,,,,,0.720408163,0.279591837
Rennie2008,Efficient model-based speech separation and denoising using non-negative subspace analysis,"S. Rennie, J. Hershey, P. Olsen",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,6,,,,,,0.730204082,0.269795918
